id,name,descr,file_format_code,model,file_txt,module_id,module_name,template_typ_code,lang_code,is_active,cr_by,cr_dtimes
1113,Modèle pour les détails de la mise à jour Email,Modèle pour les détails de la mise à jour Email,txt,velocity,"Cher $!name_fra,

Les détails de votre UIN correspondant à l’ID d’enregistrement: $!RID ont été mis à jour. Une copie physique de votre UIN vous parviendra sous peu à votre adresse postale.

Merci",10003,Processeur dinscription,RPR_UIN_UPD_EMAIL,fra,TRUE,superadmin,now()
1114,Modèle pour la mise à jour Détails Message,Modèle pour la mise à jour Détails Message,txt,velocity,"Cher $!name_fra,

Les détails de votre UIN correspondant à l’ID d’enregistrement: $!RID ont été mis à jour. Une copie physique de votre UIN vous parviendra sous peu à votre adresse postale.",10003,Processeur dinscription,RPR_UIN_UPD_SMS,fra,TRUE,superadmin,now()
1115,Template for new registration Email Content,Template for new registration Email Content,txt,velocity,"Dear $name, 
Thank you for registering with the digital identity platform. Your registration id is $RegistrationID. If there are any corrections to be made in your details, please contact the Registration centre within the next 4 days.",10002,Registration Client,NewReg-email-content-template,eng,TRUE,superadmin,now()
1116,Template for new registration Email Subject,Template for new registration Email Subject,txt,velocity,Registration confirmation,10002,Registration Client,NewReg-email-subject-template,eng,TRUE,superadmin,now()
1117,Template for new registration SMS,Template for new registration SMS,txt,velocity,"Dear $name,
Thank you for registering with the digital identity platform. Your registration id is $RegistrationID. If there are any corrections to be made in your details, please contact the Registration centre within the next 4 days. ",10002,Registration Client,NewReg-sms-template,eng,TRUE,superadmin,now()
1118,Template for OTP generation Email Content,Template for OTP generation Email Content,txt,velocity,"Dear $name, 
OTP for username $username is $otp and is valid for $validTime minutes (Generated on $date at $time hrs).",10002,Registration Client,OTP-email-content-template,eng,TRUE,superadmin,now()
1119,Template for OTP generation Email Subject,Template for OTP generation Email Subject,txt,velocity,One time password from digital identify platfor,10002,Registration Client,OTP-email-subject-template,eng,TRUE,superadmin,now()
1120,Template for OTP SMS,Template for OTP SMS,txt,velocity,"Dear $name, 
OTP for username $username is $otp and is valid for $validTime minutes (Generated on $date at $time hrs).",10002,Registration Client,OTP-sms-template,eng,TRUE,superadmin,now()
1121,Template for update registration Email Content,Template for update registration Email Content,txt,velocity,"Dear $name, 
Thank you for updating your details with the digital identity platform. Your registration id is $RegistrationID. If there are any corrections to be made in your details, please contact the Registration centre within the next 4 days.",10002,Registration Client,Update-email-content-template,eng,TRUE,superadmin,now()
1122,Template for update registration Email Subject,Template for update registration Email Subject,txt,velocity,Registration update confirmation,10002,Registration Client,Update-email-subject-template,eng,TRUE,superadmin,now()
1123,Template for update registration SMS,Template for update registration SMS,txt,velocity,"Dear $name, 
Thank you for updating your details with the digital identity platform. Your registration id is $RegistrationID. If there are any corrections to be made in your details, please contact the Registration centre within the next 4 days.",10002,Registration Client,Update-sms-template,eng,TRUE,superadmin,now()
1115,قالب للتسجيل الجديد محتوى البريد الإلكتروني,قالب للتسجيل الجديد محتوى البريد الإلكتروني,txt,velocity,"$name ،
نشكرك على التسجيل في منصة الهوية الرقمية. رقم التسجيل الخاص بك هو $RegistrationID. إذا كان هناك أي تصحيحات يتم إدخالها في تفاصيلك ، يرجى الاتصال بمركز التسجيل في غضون 4 أيام مقبلة.",10002,عميل التسجيل,NewReg-email-content-template,ara,TRUE,superadmin,now()
1116,قالب للتسجيل الجديد البريد الإلكتروني الموضوع,قالب للتسجيل الجديد البريد الإلكتروني الموضوع,txt,velocity,تأكيد التسجيل,10002,عميل التسجيل,NewReg-email-subject-template,ara,TRUE,superadmin,now()
1117,قالب لرسالة التسجيل الجديدة,قالب لرسالة التسجيل الجديدة,txt,velocity,"$name ،
نشكرك على التسجيل في منصة الهوية الرقمية. رقم التسجيل الخاص بك هو $RegistrationID. إذا كان هناك أي تصحيحات يتم إدخالها في تفاصيلك ، يرجى الاتصال بمركز التسجيل في غضون 4 أيام مقبلة.",10002,عميل التسجيل,NewReg-sms-template,ara,TRUE,superadmin,now()
1118,قالب لتوليد OTP محتوى البريد الإلكتروني,قالب لتوليد OTP محتوى البريد الإلكتروني,txt,velocity,"$name ،
OTP لاسم المستخدم $username هو $otp وصالحة لدقائق $validTime (منشأ على $date في $time hrs).",10002,عميل التسجيل,OTP-email-content-template,ara,TRUE,superadmin,now()
1119,قالب لتوليد OTP البريد الإلكتروني الموضوع,قالب لتوليد OTP البريد الإلكتروني الموضوع,txt,velocity,كلمة مرور مرة واحدة من منصة تحديد الرقمية,10002,عميل التسجيل,OTP-email-subject-template,ara,TRUE,superadmin,now()
1120,قالب لرسالة OTP,قالب لرسالة OTP,txt,velocity,"$name ،
OTP لاسم المستخدم $username هو $otp وصالحة لدقائق $validTime (منشأ على $date في $time hrs).",10002,عميل التسجيل,OTP-sms-template,ara,TRUE,superadmin,now()
1121,قالب لتحديث تسجيل محتوى البريد الإلكتروني,قالب لتحديث تسجيل محتوى البريد الإلكتروني,txt,velocity,"$name ،
شكرا لتحديث التفاصيل الخاصة بك مع منصة الهوية الرقمية. رقم التسجيل الخاص بك هو $RegistrationID. إذا كان هناك أي تصحيحات يتم إدخالها في تفاصيلك ، يرجى الاتصال بمركز التسجيل في غضون 4 أيام مقبلة",10002,عميل التسجيل,Update-email-content-template,ara,TRUE,superadmin,now()
1122,قالب لتسجيل التحديث البريد الإلكتروني الموضوع,قالب لتسجيل التحديث البريد الإلكتروني الموضوع,txt,velocity,تأكيد تحديث التسجيل,10002,عميل التسجيل,Update-email-subject-template,ara,TRUE,superadmin,now()
1123,قالب لرسالة تسجيل التحديث,قالب لرسالة تسجيل التحديث,txt,velocity,"$name ،
شكرا لتحديث التفاصيل الخاصة بك مع منصة الهوية الرقمية. رقم التسجيل الخاص بك هو $ RegistrationID. إذا كان هناك أي تصحيحات يتم إدخالها في تفاصيلك ، يرجى الاتصال بمركز التسجيل في غضون 4 أيام مقبلة.",10002,عميل التسجيل,Update-sms-template,ara,TRUE,superadmin,now()
1115,Modèle pour nouvelle inscription Email Content,Modèle pour nouvelle inscription Email Content,txt,velocity,"Cher $name,
Merci de vous être inscrit sur la plateforme d'identité numérique. Votre identifiant d'enregistrement est $RegistrationID. Si des corrections doivent être apportées à vos données, veuillez contacter le centre d’inscription dans les 4 prochains jours.",10002,Client dinscription,NewReg-email-content-template,fra,TRUE,superadmin,now()
1116,Modèle pour nouvelle inscription Objet de le-mail,Modèle pour nouvelle inscription Objet de le-mail,txt,velocity,Confirmation d'enregistrement,10002,Client dinscription,NewReg-email-subject-template,fra,TRUE,superadmin,now()
1117,Modèle de nouvelle inscription SMS,Modèle de nouvelle inscription SMS,txt,velocity,"Cher $name,
Merci de vous être inscrit sur la plateforme d'identité numérique. Votre identifiant d'enregistrement est $RegistrationID. Si des corrections doivent être apportées à vos données, veuillez contacter le centre d’inscription dans les 4 prochains jours.",10002,Client dinscription,NewReg-sms-template,fra,TRUE,superadmin,now()
1118,Modèle de contenu de courrier électronique de génération dOTP,Modèle de contenu de courrier électronique de génération dOTP,txt,velocity,"Cher $name,
OTP pour le nom d'utilisateur $username est $otp et est valide pour $validTime minutes (Généré le $date à $heure hrs).",10002,Client dinscription,OTP-email-content-template,fra,TRUE,superadmin,now()
1119,Modèle pour le sujet de-mail de génération dOTP,Modèle pour le sujet de-mail de génération dOTP,txt,velocity,Mot de passe unique de la plateforme d'identification numérique,10002,Client dinscription,OTP-email-subject-template,fra,TRUE,superadmin,now()
1120,Modèle pour SMS OTP,Modèle pour SMS OTP,txt,velocity,"Cher $name,
OTP pour le nom d'utilisateur $username est $otp et est valide pour $validTime minutes (Généré le $date à $heure hrs).",10002,Client dinscription,OTP-sms-template,fra,TRUE,superadmin,now()
1121,Modèle pour lenregistrement de la mise à jour,Modèle pour lenregistrement de la mise à jour,txt,velocity,"Cher $name,
Merci de mettre à jour vos coordonnées avec la plateforme d’identité numérique. Votre identifiant d'enregistrement est $RegistrationID. Si des corrections doivent être apportées à vos données, veuillez contacter le centre d’inscription dans les 4 prochains jours.",10002,Client dinscription,Update-email-content-template,fra,TRUE,superadmin,now()
1122,Modèle denregistrement de mise à jour Objet de le-mail,Modèle denregistrement de mise à jour Objet de le-mail,txt,velocity,Confirmation de la mise à jour de l'inscription,10002,Client dinscription,Update-email-subject-template,fra,TRUE,superadmin,now()
1123,Modèle pour SMS denregistrement de mise à jour,Modèle pour SMS denregistrement de mise à jour,txt,velocity,"Merci de mettre à jour vos coordonnées avec la plateforme d’identité numérique. Votre identifiant d'enregistrement est $RegistrationID. Si des corrections doivent être apportées à vos données, veuillez contacter le centre d’inscription dans les 4 prochains jours.",10002,Client dinscription,Update-sms-template,fra,TRUE,superadmin,now()
1124,Template for Email Acknowledgement,Template for Email Acknowledgement,txt,velocity,"Dear $name,
Your Pre-Registration for UIN is Completed Successfully
on $Date at $Time. Your ID is #$PRID.
Appointment is scheduled for $Appointmentdate at $Appointmenttime .\r\nIn Registration Center Name $RegistrationCenterName at Registration Center Address $RegistrationCenterAddress.
you will also receive the details on your registered Mobile Number",10001,Pre-Registration,Email-Acknowledgement,eng,TRUE,superadmin,now()
1125,Template for Onscreen Acknowledgment,Template for Onscreen Acknowledgment,txt,velocity,"1. Guideline 1
2. Guideline 2
3. Guideline 3
4. Guideline 4
5. Guideline 5
6. Guideline 6
7. Guideline 7
8. Guideline 8
9. Guideline 9
10. Guideline 10
",10001,Pre-Registration,Onscreen-Acknowledgement,eng,TRUE,superadmin,now()
1126,Template for OTP Email Content,Template for OTP Email Content,txt,velocity,"Dear $name,
TP for Pre-Registration  $PRID is $otp and is valid for $validTime minutes. (Generated on $date at $time Hrs)",10001,Pre-Registration,otp-email-content-template,eng,TRUE,superadmin,now()
1127,Template for OTP Email Subject,Template for OTP Email Subject,txt,velocity,Pre-Registration $PRID: OTP Request,10001,Pre-Registration,otp-email-subject-template,eng,TRUE,superadmin,now()
1128,Template for OTP SMS,Template for OTP SMS,txt,velocity,OTP for Pre-Registration  $PRID is $otp and is valid for $validTime minutes. (Generated on $date at $time Hrs),10001,Pre-Registration,otp-sms-template,eng,TRUE,superadmin,now()
1129,Template for SMS Acknowledgement,Template for SMS Acknowledgement,txt,velocity,"Your Pre-Registration for UIN is Completed Successfully
on $Date at $Time. Your ID is #$PRID.
Appointment is scheduled for $Appointmentdate at $Appointmenttime.
you will also receive the details on your registered email address",10001,Pre-Registration,SMS-Acknowledgement,eng,TRUE,superadmin,now()
1124,قالب لتأكيد البريد الإلكتروني,قالب لتأكيد البريد الإلكتروني,txt,velocity,"$name ، 
تم الانتهاء من التسجيل المسبق ل uin بنجاح علي $Date في $Time. رقم التعريف الخاص بك هو # $PRID. ومن المقرر تعيين $Appointmentdate في $Appointmenttime . \r\nفي اسم مركز التسجيل $RegistrationCenterName في عنوان مركز التسجيل $RegistrationCenterAddress. ",10001,ما قبل التسجيل,Email-Acknowledgement,ara,TRUE,superadmin,now()
1125,قالب للشاشة شكر وتقدير,قالب للشاشة شكر وتقدير,txt,velocity,"1. المبدا التوجيهي 1
2. المبدا التوجيهي 2
3. المبدا التوجيهي 3
4. المبدا التوجيهي 4
5. المبدا التوجيهي 5
6. المبدا التوجيهي 6
7. المبدا التوجيهي 7
8. المبدا التوجيهي 8
9. المبدا التوجيهي 9
10. المبدا التوجيهي 10",10001,ما قبل التسجيل,Onscreen-Acknowledgement,ara,TRUE,superadmin,now()
1126,قالب لمحتوى البريد الإلكتروني OTP,قالب لمحتوى البريد الإلكتروني OTP,txt,velocity,"$name ، 
OTP لـ Pre-Registration $PRID هو $otp وهو صالح لمدة $validTime دقيقة. (التي تم إنشاؤها على $date في $time ساعات)",10001,ما قبل التسجيل,otp-email-content-template,ara,TRUE,superadmin,now()
1127,قالب لموضوع البريد الإلكتروني OTP,قالب لموضوع البريد الإلكتروني OTP,txt,velocity,Pre-Registration $PRID: OTP Request,10001,ما قبل التسجيل,otp-email-subject-template,ara,TRUE,superadmin,now()
1128,قالب ل OTP SMS,قالب ل OTP SMS,txt,velocity,OTP لـ Pre-Registration $PRID هو $otp وهو صالح لمدة $validTime دقيقة. (التي تم إنشاؤها على $date في $time ساعات),10001,ما قبل التسجيل,otp-sms-template,ara,TRUE,superadmin,now()
1129,قالب للإشعار SMS,قالب للإشعار SMS,txt,velocity,"
تم الانتهاء من التسجيل المسبق ل uin بنجاح
علي $Date في $Time. رقم التعريف الخاص بك هو # $PRID.
ومن المقرر تعيين $Appointmentdate في $Appointmenttime.
سوف تتلقي أيضا التفاصيل علي عنوان البريد الكتروني المسجل الخاص بك",10001,ما قبل التسجيل,SMS-Acknowledgement,ara,TRUE,superadmin,now()
1124,Template for email confirmation,Template for email confirmation,txt,velocity,"Cher $name, 
votre pré-inscription à l'UIN est terminée avec succès sur $Date à $Time. Votre ID est # $PRID.
Le rendez-vous est prévu pour $Appointmentdate à $Appointmenttime .\r\nDans le nom du centre d'inscription $RegistrationCenterName à l'adresse d'inscription $RegistrationCenterAddress
vous recevrez également les détails sur votre numéro de mobile enregistré",10001,Pré-inscription,Email-Acknowledgement,fra,TRUE,superadmin,now()
1125,On-screen recognition template,On-screen recognition template,txt,velocity,"1. Ligne directrice 1
2. Ligne directrice 2
3. Ligne directrice 3
4. Ligne directrice 4
5. Ligne directrice 5
6. Ligne directrice 6
7. Ligne directrice 7
8. Ligne directrice 8
9. Ligne directrice 9
10. Ligne directrice 10",10001,Pré-inscription,Onscreen-Acknowledgement,fra,TRUE,superadmin,now()
1126,OTP Email Content Template,OTP Email Content Template,txt,velocity,"Cher $name, 
OTP pour Pre-Registration $PRID est $otp et est valide pour $validTime minutes. (Généré le $date à $time Hrs)",10001,Pré-inscription,otp-email-content-template,fra,TRUE,superadmin,now()
1127,Template for OTP email subject,Template for OTP email subject,txt,velocity,Pre-Registration $PRID: Requête OTP,10001,Pré-inscription,otp-email-subject-template,fra,TRUE,superadmin,now()
1128,Template for OTP SMS,Template for OTP SMS,txt,velocity,OTP pour Pre-Registration $PRID est $otp et est valide pour $validTime minutes. (Généré le $date à $time Hrs),10001,Pré-inscription,otp-sms-template,fra,TRUE,superadmin,now()
1129,Template for SMS Acknowledgment,Template for SMS Acknowledgment,txt,velocity,"Votre pré-inscription pour UIN est terminée avec succès sur $Date à $Time. 
Votre ID est # $PRID.
Le rendez-vous est prévu pour $Appointmentdate à $Appointmenttime.
vous recevrez également les détails sur votre adresse email enregistrée",10001,Pré-inscription,SMS-Acknowledgement,fra,TRUE,superadmin,now()
1130,Template for email subject of Acknowledgement,Template for email subject of Acknowledgement,txt,velocity,Pre-Registration $PRID: Acknowledgement,10001,Pre-Registration,Acknowledgement-email-subject,eng,TRUE,superadmin,now()
1130,Modèle pour le sujet d'email d'accusé de réception,Modèle pour le sujet d'email d'accusé de réception,txt,velocity,Pré-inscription $PRID: accusé de réception,10001,Pré-inscription,Acknowledgement-email-subject,fra,TRUE,superadmin,now()
1130,قالب للتسليم البريد الكتروني الموضوع,قالب للتسليم البريد الكتروني الموضوع,txt,velocity,$PRID التسجيل المسبق: شكر,10001,ما قبل التسجيل,Acknowledgement-email-subject,ara,TRUE,superadmin,now()
